Invoice ID,City,Customer type,Gender,Product line,Total,Date,Time,Payment,gross income,Rating,Day,Day Name,Day of the Month
162-65-8559,Naypyitaw,Member,Male,Food and beverages,72.429,2019-01-21,20:13,Cash,3.449,4.8,1,Mon,21
287-21-9091,Yangon,Normal,Male,Home and lifestyle,705.6315,2019-01-22,10:55,Ewallet,33.6015,9.4,2,Tue,22
186-09-3669,Naypyitaw,Member,Female,Health and beauty,85.5855,2019-01-22,10:57,Ewallet,4.0755,9.2,2,Tue,22
460-35-4390,Yangon,Normal,Male,Home and lifestyle,96.642,2019-01-22,11:00,Ewallet,4.602,9.1,2,Tue,22
563-47-4072,Mandalay,Normal,Female,Health and beauty,351.603,2019-01-22,11:52,Cash,16.743,9.9,2,Tue,22
120-54-2248,Mandalay,Normal,Female,Food and beverages,151.515,2019-01-22,18:08,Credit card,7.215,8.0,2,Tue,22
756-01-7507,Naypyitaw,Normal,Female,Health and beauty,106.995,2019-01-22,18:56,Cash,5.095,6.0,2,Tue,22
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,206.7975,2019-01-22,20:46,Credit card,9.8475,8.7,2,Tue,22
790-38-4466,Naypyitaw,Normal,Female,Health and beauty,57.6975,2019-01-23,10:18,Credit card,2.7475,9.3,3,Wed,23
565-80-5980,Naypyitaw,Member,Female,Home and lifestyle,198.996,2019-01-23,10:25,Cash,9.476,7.1,3,Wed,23
213-32-1216,Yangon,Normal,Female,Electronic accessories,416.178,2019-01-23,10:28,Cash,19.818,7.3,3,Wed,23
148-41-7930,Naypyitaw,Normal,Male,Health and beauty,734.706,2019-01-23,10:33,Cash,34.986,6.1,3,Wed,23
477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,333.984,2019-01-23,11:15,Cash,15.904,9.2,3,Wed,23
828-46-6863,Yangon,Member,Male,Food and beverages,620.739,2019-01-23,11:22,Credit card,29.559,4.0,3,Wed,23
434-83-9547,Naypyitaw,Member,Male,Food and beverages,323.148,2019-01-23,11:51,Cash,15.388,7.7,3,Wed,23
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,527.751,2019-01-23,12:10,Ewallet,25.131,5.4,3,Wed,23
318-12-0304,Yangon,Normal,Male,Fashion accessories,32.1405,2019-01-23,12:20,Ewallet,1.5305,5.2,3,Wed,23
316-66-3011,Yangon,Member,Female,Food and beverages,450.1035,2019-01-23,12:35,Cash,21.4335,5.0,3,Wed,23
731-81-9469,Naypyitaw,Member,Female,Sports and travel,942.9,2019-01-23,13:00,Credit card,44.9,5.4,3,Wed,23
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,264.7575,2019-01-23,13:29,Cash,12.6075,9.8,3,Wed,23
604-70-6476,Yangon,Member,Male,Fashion accessories,94.185,2019-01-23,14:04,Ewallet,4.485,6.8,3,Wed,23
160-22-2687,Yangon,Member,Female,Health and beauty,503.7375,2019-01-23,14:21,Ewallet,23.9875,8.8,3,Wed,23
219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,87.234,2019-01-23,17:16,Ewallet,4.154,6.4,3,Wed,23
809-46-1866,Yangon,Normal,Male,Health and beauty,244.23,2019-01-23,17:44,Cash,11.63,8.4,3,Wed,23
480-63-2856,Naypyitaw,Normal,Male,Food and beverages,161.7,2019-01-23,18:37,Ewallet,7.7,6.6,3,Wed,23
232-11-3025,Yangon,Normal,Male,Sports and travel,827.085,2019-01-24,10:04,Cash,39.385,6.4,4,Thu,24
438-23-1242,Mandalay,Normal,Male,Electronic accessories,557.718,2019-01-24,10:38,Ewallet,26.558,8.9,4,Thu,24
778-34-2523,Yangon,Member,Female,Electronic accessories,408.408,2019-01-24,10:57,Cash,19.448,5.0,4,Thu,24
789-23-8625,Mandalay,Member,Male,Fashion accessories,293.643,2019-01-24,11:45,Cash,13.983,7.2,4,Thu,24
443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,63.9135,2019-01-24,13:24,Cash,3.0435,5.5,4,Thu,24
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,384.72,2019-01-24,15:05,Ewallet,18.32,8.4,4,Thu,24
139-20-0155,Mandalay,Member,Male,Electronic accessories,423.15,2019-01-24,17:37,Credit card,20.15,7.0,4,Thu,24
237-44-6163,Yangon,Normal,Male,Electronic accessories,88.704,2019-01-24,17:43,Cash,4.224,7.6,4,Thu,24
435-13-4908,Yangon,Member,Male,Fashion accessories,728.112,2019-01-24,18:04,Credit card,34.672,7.2,4,Thu,24
602-16-6955,Mandalay,Normal,Female,Sports and travel,804.3,2019-01-24,18:10,Ewallet,38.3,6.0,4,Thu,24
510-79-0415,Mandalay,Member,Female,Sports and travel,145.404,2019-01-24,19:20,Ewallet,6.924,4.9,4,Thu,24
726-27-2396,Yangon,Normal,Female,Health and beauty,406.875,2019-01-24,20:36,Ewallet,19.375,4.3,4,Thu,24
235-06-8510,Naypyitaw,Member,Male,Home and lifestyle,270.018,2019-01-24,20:59,Ewallet,12.858,5.1,4,Thu,24
730-61-8757,Mandalay,Member,Male,Health and beauty,214.746,2019-01-25,10:11,Credit card,10.226,4.0,5,Fri,25
843-73-4724,Yangon,Normal,Male,Fashion accessories,77.805,2019-01-25,11:05,Cash,3.705,9.2,5,Fri,25
340-21-9136,Yangon,Member,Female,Sports and travel,168.21,2019-01-25,11:40,Cash,8.01,9.7,5,Fri,25
191-10-6171,Mandalay,Normal,Female,Fashion accessories,291.207,2019-01-25,13:18,Cash,13.867,7.5,5,Fri,25
283-79-9594,Mandalay,Normal,Female,Food and beverages,356.5485,2019-01-25,13:30,Credit card,16.9785,5.2,5,Fri,25
394-55-6384,Naypyitaw,Member,Female,Sports and travel,663.2955,2019-01-25,13:38,Cash,31.5855,6.7,5,Fri,25
280-17-4359,Naypyitaw,Member,Male,Health and beauty,950.25,2019-01-25,13:48,Cash,45.25,8.1,5,Fri,25
856-66-2701,Yangon,Member,Male,Home and lifestyle,167.895,2019-01-25,14:19,Ewallet,7.995,7.5,5,Fri,25
569-71-4390,Mandalay,Normal,Male,Sports and travel,45.927,2019-01-25,14:29,Ewallet,2.187,6.9,5,Fri,25
824-88-3614,Naypyitaw,Normal,Male,Health and beauty,288.204,2019-01-25,15:00,Ewallet,13.724,5.7,5,Fri,25
778-71-5554,Naypyitaw,Member,Male,Fashion accessories,16.2015,2019-01-25,15:46,Credit card,0.7715,6.1,5,Fri,25
307-83-9164,Yangon,Member,Male,Home and lifestyle,252.042,2019-01-25,15:54,Cash,12.002,4.5,5,Fri,25
268-03-6164,Mandalay,Normal,Male,Health and beauty,100.9155,2019-01-25,16:28,Ewallet,4.8055,7.8,5,Fri,25
288-38-3758,Naypyitaw,Member,Female,Fashion accessories,267.3405,2019-01-25,18:30,Ewallet,12.7305,7.4,5,Fri,25
261-12-8671,Mandalay,Normal,Female,Fashion accessories,128.016,2019-01-25,19:39,Credit card,6.096,4.9,5,Fri,25
145-94-9061,Mandalay,Normal,Female,Food and beverages,463.89,2019-01-25,19:48,Cash,22.09,9.6,5,Fri,25
888-02-0338,Yangon,Normal,Male,Electronic accessories,247.8735,2019-01-25,20:24,Ewallet,11.8035,5.9,5,Fri,25
881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,68.2395,2019-01-26,10:06,Credit card,3.2495,4.5,6,Sat,26
896-34-0956,Yangon,Normal,Male,Fashion accessories,22.386,2019-01-26,12:43,Cash,1.066,5.9,6,Sat,26
316-55-4634,Mandalay,Member,Male,Food and beverages,420.2625,2019-01-26,12:45,Credit card,20.0125,9.4,6,Sat,26
794-42-3736,Mandalay,Normal,Male,Food and beverages,69.993,2019-01-26,14:41,Credit card,3.333,6.4,6,Sat,26
173-82-9529,Mandalay,Normal,Female,Fashion accessories,398.475,2019-01-26,14:51,Cash,18.975,9.7,6,Sat,26
176-78-1170,Naypyitaw,Member,Male,Health and beauty,106.5015,2019-01-26,15:11,Ewallet,5.0715,7.3,6,Sat,26
452-04-8808,Mandalay,Normal,Male,Electronic accessories,640.038,2019-01-26,15:17,Cash,30.478,5.5,6,Sat,26
135-13-8269,Mandalay,Member,Female,Food and beverages,165.648,2019-01-26,16:04,Cash,7.888,9.1,6,Sat,26
539-21-7227,Mandalay,Normal,Female,Sports and travel,270.585,2019-01-26,17:45,Cash,12.885,4.2,6,Sat,26
308-39-1707,Yangon,Normal,Female,Fashion accessories,12.6945,2019-01-26,18:19,Credit card,0.6045,8.2,6,Sat,26
834-61-8124,Yangon,Normal,Male,Electronic accessories,379.9215,2019-01-26,18:22,Cash,18.0915,5.5,6,Sat,26
258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,193.4625,2019-01-26,18:53,Cash,9.2125,9.2,6,Sat,26
836-82-5858,Mandalay,Member,Male,Health and beauty,655.5465,2019-01-26,19:14,Ewallet,31.2165,4.0,6,Sat,26
289-65-5721,Mandalay,Normal,Female,Fashion accessories,170.877,2019-01-26,19:28,Cash,8.137,6.5,6,Sat,26
225-32-0908,Naypyitaw,Normal,Female,Sports and travel,471.03,2019-01-26,19:54,Ewallet,22.43,8.2,6,Sat,26
847-38-7188,Mandalay,Normal,Female,Food and beverages,304.542,2019-01-26,19:56,Ewallet,14.502,6.4,6,Sat,26
641-43-2399,Mandalay,Normal,Male,Home and lifestyle,107.31,2019-01-26,20:23,Ewallet,5.11,5.7,6,Sat,26
624-01-8356,Mandalay,Normal,Female,Home and lifestyle,514.605,2019-01-27,10:44,Credit card,24.505,4.2,0,Sun,27
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,568.512,2019-01-27,11:17,Cash,27.072,6.2,0,Sun,27
870-54-3162,Yangon,Normal,Female,Sports and travel,169.3125,2019-01-27,13:26,Cash,8.0625,9.0,0,Sun,27
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,488.985,2019-01-27,13:58,Cash,23.285,7.6,0,Sun,27
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,150.78,2019-01-27,14:28,Cash,7.18,5.4,0,Sun,27
534-01-4457,Yangon,Normal,Male,Food and beverages,514.773,2019-01-27,14:36,Credit card,24.513,8.0,0,Sun,27
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,510.9615,2019-01-27,14:55,Ewallet,24.3315,9.5,0,Sun,27
633-91-1052,Yangon,Normal,Female,Home and lifestyle,25.263,2019-01-27,15:51,Cash,1.203,5.1,0,Sun,27
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,178.164,2019-01-27,17:38,Ewallet,8.484,9.4,0,Sun,27
595-27-4851,Yangon,Normal,Female,Fashion accessories,398.958,2019-01-27,18:05,Ewallet,18.998,9.3,0,Sun,27
585-90-0249,Yangon,Member,Male,Electronic accessories,76.923,2019-01-27,18:08,Ewallet,3.663,9.7,0,Sun,27
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,145.74,2019-01-27,19:48,Ewallet,6.94,9.0,0,Sun,27
869-11-3082,Mandalay,Member,Male,Health and beauty,403.872,2019-01-27,20:03,Credit card,19.232,8.4,0,Sun,27
123-19-1176,Yangon,Member,Male,Health and beauty,489.048,2019-01-27,20:33,Ewallet,23.288,8.4,0,Sun,27
544-55-9589,Mandalay,Member,Female,Electronic accessories,225.015,2019-01-28,11:51,Cash,10.715,6.2,1,Mon,28
149-71-6266,Mandalay,Member,Male,Sports and travel,737.7615,2019-01-28,12:43,Cash,35.1315,4.5,1,Mon,28
400-89-4171,Naypyitaw,Normal,Female,Sports and travel,680.148,2019-01-28,13:05,Cash,32.388,9.3,1,Mon,28
222-42-0244,Mandalay,Member,Female,Health and beauty,681.4395,2019-01-28,13:53,Credit card,32.4495,7.7,1,Mon,28
211-30-9270,Naypyitaw,Normal,Male,Health and beauty,91.4025,2019-01-28,15:16,Credit card,4.3525,4.9,1,Mon,28
430-53-4718,Mandalay,Member,Male,Health and beauty,633.108,2019-01-28,15:46,Credit card,30.148,8.4,1,Mon,28
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,118.251,2019-01-28,16:43,Credit card,5.631,5.5,1,Mon,28
342-65-4817,Naypyitaw,Member,Male,Health and beauty,273.42,2019-01-28,16:47,Ewallet,13.02,9.9,1,Mon,28
865-41-9075,Yangon,Normal,Male,Food and beverages,84.7455,2019-01-28,17:35,Cash,4.0355,8.1,1,Mon,28
699-88-1972,Mandalay,Normal,Male,Health and beauty,832.944,2019-01-28,17:47,Credit card,39.664,4.2,1,Mon,28
390-80-5128,Mandalay,Member,Female,Health and beauty,20.1075,2019-01-28,17:58,Credit card,0.9575,9.5,1,Mon,28
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,125.055,2019-01-28,19:24,Ewallet,5.955,5.4,1,Mon,28
593-65-1552,Naypyitaw,Normal,Female,Home and lifestyle,293.202,2019-01-28,20:50,Credit card,13.962,5.9,1,Mon,28
726-29-6793,Yangon,Member,Male,Electronic accessories,203.112,2019-01-28,20:54,Ewallet,9.672,9.8,1,Mon,28
606-80-4905,Naypyitaw,Member,Female,Sports and travel,120.645,2019-01-29,10:01,Credit card,5.745,6.8,2,Tue,29
862-17-9201,Mandalay,Normal,Female,Food and beverages,529.515,2019-01-29,10:48,Credit card,25.215,7.7,2,Tue,29
575-67-1508,Yangon,Normal,Male,Electronic accessories,40.53,2019-01-29,11:26,Ewallet,1.93,6.7,2,Tue,29
343-61-3544,Mandalay,Member,Male,Sports and travel,280.035,2019-01-29,11:48,Cash,13.335,8.6,2,Tue,29
746-94-0204,Yangon,Normal,Male,Fashion accessories,786.618,2019-01-29,11:56,Credit card,37.458,7.4,2,Tue,29
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,265.104,2019-01-29,12:25,Cash,12.624,8.9,2,Tue,29
233-67-5758,Naypyitaw,Normal,Male,Health and beauty,42.3675,2019-01-29,13:46,Ewallet,2.0175,6.2,2,Tue,29
110-48-7033,Mandalay,Member,Male,Fashion accessories,137.004,2019-01-29,14:12,Cash,6.524,9.0,2,Tue,29
137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,616.98,2019-01-29,14:26,Ewallet,29.38,9.0,2,Tue,29
816-72-8853,Yangon,Member,Female,Sports and travel,146.6325,2019-01-29,15:48,Cash,6.9825,5.9,2,Tue,29
569-76-2760,Yangon,Member,Female,Sports and travel,92.442,2019-01-29,18:15,Credit card,4.402,6.6,2,Tue,29
800-09-8606,Yangon,Member,Female,Home and lifestyle,458.6925,2019-01-29,19:45,Cash,21.8425,6.6,2,Tue,29
804-38-3935,Yangon,Member,Male,Electronic accessories,295.407,2019-01-30,11:32,Credit card,14.067,5.9,3,Wed,30
182-69-8360,Mandalay,Normal,Female,Electronic accessories,99.33,2019-01-30,13:32,Credit card,4.73,4.0,3,Wed,30
134-54-4720,Mandalay,Normal,Female,Electronic accessories,356.328,2019-01-30,13:58,Ewallet,16.968,5.7,3,Wed,30
664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,55.2825,2019-01-30,14:43,Credit card,2.6325,5.8,3,Wed,30
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,509.4075,2019-01-30,16:24,Ewallet,24.2575,9.3,3,Wed,30
862-29-5914,Naypyitaw,Normal,Female,Sports and travel,23.499,2019-01-30,17:08,Credit card,1.119,8.6,3,Wed,30
423-80-0988,Naypyitaw,Normal,Male,Sports and travel,160.44,2019-01-30,19:42,Ewallet,7.64,6.5,3,Wed,30
283-26-5248,Naypyitaw,Member,Female,Food and beverages,1034.46,2019-01-30,20:23,Ewallet,49.26,4.5,3,Wed,30
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,24.108,2019-01-30,20:47,Cash,1.148,4.3,3,Wed,30
522-57-8364,Yangon,Member,Male,Fashion accessories,431.256,2019-01-31,10:00,Ewallet,20.536,7.6,4,Thu,31
189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,652.89,2019-01-31,10:33,Ewallet,31.09,6.0,4,Thu,31
735-32-9839,Naypyitaw,Member,Male,Fashion accessories,829.08,2019-01-31,10:36,Ewallet,39.48,8.5,4,Thu,31
366-93-0948,Yangon,Member,Male,Electronic accessories,69.6675,2019-01-31,10:46,Credit card,3.3175,9.7,4,Thu,31
226-71-3580,Naypyitaw,Normal,Female,Sports and travel,224.4375,2019-01-31,12:02,Cash,10.6875,9.5,4,Thu,31
525-88-7307,Mandalay,Member,Male,Sports and travel,79.611,2019-01-31,13:19,Cash,3.791,5.8,4,Thu,31
239-36-3640,Mandalay,Normal,Male,Electronic accessories,285.705,2019-01-31,13:44,Ewallet,13.605,6.1,4,Thu,31
187-83-5490,Yangon,Member,Male,Electronic accessories,87.234,2019-01-31,13:47,Cash,4.154,4.7,4,Thu,31
532-59-7201,Mandalay,Member,Male,Sports and travel,503.559,2019-01-31,14:04,Cash,23.979,5.5,4,Thu,31
525-09-8450,Mandalay,Normal,Male,Electronic accessories,757.365,2019-01-31,15:12,Credit card,36.065,4.2,4,Thu,31
583-72-1480,Naypyitaw,Member,Male,Electronic accessories,155.652,2019-01-31,16:24,Ewallet,7.412,9.7,4,Thu,31
286-75-7818,Mandalay,Normal,Male,Fashion accessories,145.068,2019-01-31,19:48,Credit card,6.908,6.9,4,Thu,31
457-94-0464,Mandalay,Member,Male,Electronic accessories,830.3715,2019-01-31,20:32,Ewallet,39.5415,5.6,4,Thu,31
834-45-5519,Mandalay,Normal,Female,Electronic accessories,180.6,2019-01-31,20:48,Ewallet,8.6,7.6,4,Thu,31
870-76-1733,Yangon,Member,Female,Food and beverages,74.7075,2019-02-01,10:08,Credit card,3.5575,4.4,5,Fri,01
551-21-3069,Naypyitaw,Normal,Female,Electronic accessories,218.0115,2019-02-01,11:27,Cash,10.3815,4.9,5,Fri,01
105-31-1824,Yangon,Member,Male,Sports and travel,510.972,2019-02-01,15:10,Credit card,24.332,8.5,5,Fri,01
358-88-9262,Naypyitaw,Member,Female,Food and beverages,551.124,2019-02-01,18:43,Ewallet,26.244,5.1,5,Fri,01
443-82-0585,Yangon,Member,Female,Health and beauty,326.256,2019-02-01,19:54,Cash,15.536,8.4,5,Fri,01
237-01-6122,Naypyitaw,Member,Female,Home and lifestyle,763.4655,2019-02-01,20:31,Credit card,36.3555,9.5,5,Fri,01
554-53-8700,Naypyitaw,Member,Male,Home and lifestyle,117.831,2019-02-02,10:11,Cash,5.611,6.3,6,Sat,02
717-96-4189,Naypyitaw,Normal,Female,Electronic accessories,223.587,2019-02-02,12:40,Cash,10.647,4.1,6,Sat,02
376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,400.764,2019-02-02,13:23,Ewallet,19.084,6.4,6,Sat,02
756-93-1854,Naypyitaw,Member,Female,Fashion accessories,175.035,2019-02-02,14:05,Credit card,8.335,9.5,6,Sat,02
845-51-0542,Mandalay,Member,Male,Food and beverages,439.8975,2019-02-02,15:34,Ewallet,20.9475,6.4,6,Sat,02
420-18-8989,Yangon,Member,Female,Sports and travel,432.768,2019-02-02,15:47,Cash,20.608,9.6,6,Sat,02
390-17-5806,Naypyitaw,Member,Female,Food and beverages,40.341,2019-02-02,16:33,Cash,1.921,8.6,6,Sat,02
405-31-3305,Yangon,Member,Male,Fashion accessories,452.865,2019-02-02,18:31,Credit card,21.565,5.5,6,Sat,02
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,788.508,2019-02-02,18:42,Credit card,37.548,8.3,6,Sat,02
382-03-4532,Yangon,Member,Female,Health and beauty,19.2465,2019-02-02,18:50,Cash,0.9165,4.3,6,Sat,02
201-86-2184,Mandalay,Member,Female,Electronic accessories,193.011,2019-02-02,19:40,Cash,9.191,9.9,6,Sat,02
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,554.148,2019-02-02,20:29,Cash,26.388,8.4,6,Sat,02
418-05-0656,Mandalay,Normal,Female,Fashion accessories,187.866,2019-02-02,20:42,Cash,8.946,7.1,6,Sat,02
642-32-2990,Yangon,Normal,Female,Food and beverages,115.08,2019-02-02,20:48,Ewallet,5.48,6.0,6,Sat,02
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,310.59,2019-02-03,10:02,Cash,14.79,6.1,0,Sun,03
326-78-5178,Naypyitaw,Member,Male,Food and beverages,671.79,2019-02-03,10:19,Cash,31.99,9.5,0,Sun,03
585-86-8361,Yangon,Normal,Female,Food and beverages,143.22,2019-02-03,10:31,Credit card,6.82,8.6,0,Sun,03
443-59-0061,Yangon,Member,Male,Food and beverages,708.225,2019-02-03,11:25,Ewallet,33.725,4.2,0,Sun,03
322-02-2271,Mandalay,Normal,Female,Sports and travel,135.3555,2019-02-03,11:46,Cash,6.4455,9.3,0,Sun,03
347-34-2234,Mandalay,Member,Female,Sports and travel,520.4115,2019-02-03,13:40,Ewallet,24.7815,10.0,0,Sun,03
190-59-3964,Mandalay,Member,Male,Food and beverages,247.59,2019-02-03,14:35,Credit card,11.79,6.0,0,Sun,03
430-60-3493,Yangon,Member,Female,Home and lifestyle,697.368,2019-02-03,14:38,Cash,33.208,4.2,0,Sun,03
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,212.73,2019-02-03,15:19,Cash,10.13,4.5,0,Sun,03
277-63-2961,Mandalay,Member,Male,Sports and travel,77.6685,2019-02-03,15:53,Credit card,3.6985,5.4,0,Sun,03
566-71-1091,Yangon,Normal,Male,Fashion accessories,404.355,2019-02-03,15:59,Cash,19.255,5.5,0,Sun,03
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,517.965,2019-02-03,16:40,Credit card,24.665,9.4,0,Sun,03
742-04-5161,Yangon,Member,Male,Home and lifestyle,764.19,2019-02-03,17:24,Cash,36.39,7.3,0,Sun,03
676-10-2200,Mandalay,Member,Male,Fashion accessories,56.469,2019-02-03,20:13,Ewallet,2.689,4.7,0,Sun,03
745-71-3520,Yangon,Member,Female,Electronic accessories,185.367,2019-02-04,10:23,Cash,8.827,8.2,1,Mon,04
441-94-7118,Yangon,Member,Male,Electronic accessories,75.5475,2019-02-04,12:14,Cash,3.5975,7.3,1,Mon,04
268-20-3585,Naypyitaw,Normal,Female,Health and beauty,130.8825,2019-02-04,12:50,Ewallet,6.2325,6.0,1,Mon,04
627-95-3243,Mandalay,Member,Female,Home and lifestyle,734.076,2019-02-04,13:21,Ewallet,34.956,9.8,1,Mon,04
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,14.679,2019-02-04,13:38,Ewallet,0.699,9.8,1,Mon,04
518-17-2983,Yangon,Normal,Female,Fashion accessories,204.246,2019-02-04,15:44,Ewallet,9.726,7.6,1,Mon,04
404-91-5964,Yangon,Normal,Male,Electronic accessories,548.163,2019-02-04,16:09,Credit card,26.103,9.0,1,Mon,04
695-28-6250,Yangon,Normal,Female,Sports and travel,226.065,2019-02-04,16:38,Ewallet,10.765,7.7,1,Mon,04
434-35-9162,Mandalay,Member,Male,Food and beverages,98.028,2019-02-04,18:53,Ewallet,4.668,7.4,1,Mon,04
198-66-9832,Mandalay,Member,Female,Fashion accessories,151.284,2019-02-04,19:38,Cash,7.204,9.5,1,Mon,04
151-33-7434,Mandalay,Normal,Female,Food and beverages,71.1585,2019-02-04,20:43,Credit card,3.3885,6.5,1,Mon,04
729-09-9681,Yangon,Member,Male,Home and lifestyle,163.233,2019-02-05,10:16,Ewallet,7.773,8.7,2,Tue,05
409-49-6995,Naypyitaw,Member,Female,Food and beverages,297.801,2019-02-05,10:17,Cash,14.181,8.8,2,Tue,05
210-67-5886,Naypyitaw,Member,Female,Health and beauty,309.3615,2019-02-05,10:41,Credit card,14.7315,7.8,2,Tue,05
479-26-8945,Mandalay,Member,Female,Sports and travel,34.629,2019-02-05,11:32,Ewallet,1.649,4.6,2,Tue,05
880-35-0356,Yangon,Member,Female,Sports and travel,236.88,2019-02-05,11:51,Ewallet,11.28,4.8,2,Tue,05
210-57-1719,Mandalay,Normal,Female,Health and beauty,550.368,2019-02-05,12:34,Cash,26.208,9.7,2,Tue,05
307-04-2070,Yangon,Member,Female,Fashion accessories,32.151,2019-02-05,14:14,Credit card,1.531,4.1,2,Tue,05
374-17-3652,Mandalay,Member,Female,Food and beverages,404.649,2019-02-05,15:26,Credit card,19.269,8.9,2,Tue,05
324-92-3863,Yangon,Member,Male,Electronic accessories,43.869,2019-02-05,18:45,Cash,2.089,9.8,2,Tue,05
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,145.593,2019-02-05,19:05,Ewallet,6.933,9.7,2,Tue,05
325-89-4209,Yangon,Member,Male,Food and beverages,92.295,2019-02-05,19:42,Ewallet,4.395,6.7,2,Tue,05
338-65-2210,Naypyitaw,Member,Female,Health and beauty,720.3,2019-02-05,19:57,Cash,34.3,9.1,2,Tue,05
471-06-8611,Naypyitaw,Normal,Female,Food and beverages,55.041,2019-02-06,10:22,Credit card,2.621,6.3,3,Wed,06
183-56-6882,Naypyitaw,Member,Female,Food and beverages,417.564,2019-02-06,10:42,Ewallet,19.884,7.5,3,Wed,06
609-81-8548,Yangon,Member,Female,Home and lifestyle,235.872,2019-02-06,13:55,Credit card,11.232,5.9,3,Wed,06
149-14-0304,Naypyitaw,Member,Female,Health and beauty,239.4,2019-02-06,14:24,Cash,11.4,6.6,3,Wed,06
875-46-5808,Mandalay,Member,Male,Health and beauty,271.95,2019-02-06,14:51,Ewallet,12.95,8.7,3,Wed,06
811-35-1094,Mandalay,Member,Male,Electronic accessories,317.835,2019-02-06,15:16,Credit card,15.135,8.9,3,Wed,06
727-46-3608,Mandalay,Member,Female,Food and beverages,189.0945,2019-02-06,15:47,Ewallet,9.0045,4.1,3,Wed,06
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,407.316,2019-02-06,17:20,Ewallet,19.396,9.4,3,Wed,06
351-62-0822,Mandalay,Member,Female,Fashion accessories,60.816,2019-02-06,18:07,Ewallet,2.896,4.5,3,Wed,06
258-92-7466,Yangon,Normal,Female,Health and beauty,187.32,2019-02-06,18:33,Credit card,8.92,6.6,3,Wed,06
373-88-1424,Naypyitaw,Member,Male,Home and lifestyle,188.0025,2019-02-06,18:44,Ewallet,8.9525,7.9,3,Wed,06
857-67-9057,Mandalay,Normal,Male,Electronic accessories,240.975,2019-02-06,19:20,Ewallet,11.475,8.2,3,Wed,06
512-91-0811,Naypyitaw,Normal,Male,Health and beauty,94.2375,2019-02-06,20:05,Credit card,4.4875,6.6,3,Wed,06
453-33-6436,Yangon,Normal,Female,Home and lifestyle,782.208,2019-02-07,10:09,Cash,37.248,6.8,4,Thu,07
421-95-9805,Yangon,Normal,Female,Electronic accessories,30.408,2019-02-07,10:18,Credit card,1.448,6.2,4,Thu,07
635-40-6220,Yangon,Normal,Male,Health and beauty,752.64,2019-02-07,11:28,Ewallet,35.84,6.6,4,Thu,07
827-44-5872,Mandalay,Member,Female,Food and beverages,570.78,2019-02-07,11:28,Credit card,27.18,6.1,4,Thu,07
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,122.5245,2019-02-07,11:36,Ewallet,5.8345,7.4,4,Thu,07
626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,507.444,2019-02-07,12:23,Ewallet,24.164,9.6,4,Thu,07
380-94-4661,Naypyitaw,Member,Male,Electronic accessories,276.948,2019-02-07,13:05,Credit card,13.188,6.9,4,Thu,07
560-49-6611,Yangon,Member,Female,Sports and travel,47.859,2019-02-07,14:13,Cash,2.279,9.8,4,Thu,07
784-21-9238,Naypyitaw,Member,Male,Sports and travel,10.6785,2019-02-07,14:15,Cash,0.5085,5.9,4,Thu,07
648-94-3045,Naypyitaw,Normal,Male,Health and beauty,618.975,2019-02-07,14:27,Ewallet,29.475,8.1,4,Thu,07
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,343.224,2019-02-07,14:38,Credit card,16.344,6.5,4,Thu,07
114-35-5271,Mandalay,Normal,Female,Electronic accessories,486.444,2019-02-07,15:06,Cash,23.164,8.1,4,Thu,07
